"Story","Title","Result","Date","Stability","Duration (s)"
"Validate that the JSONPlaceHolder API returns the list of users","Search users in the JSONPlaceHolder API","ERROR","2022-06-23T15:34:52.8441398-05:00[America/Bogota]","0.0","2.52"
